ID;soft d1;stiff d1;soft d3;stiff d3;soft d7;stiff d7;soft d14;stiff d14
ENSG00000128039;0;0;0;0;0;0;1;0
ENSG00000128045;1;1;1;1;1;0;1;1
ENSG00000128165;0;0;0;1;1;1;1;1
ENSG00000128262;1;0;0;0;0;0;0;0
ENSG00000128268;0;0;0;0;0;0;1;0
ENSG00000128342;0;0;1;1;1;0;0;0
ENSG00000128510;0;1;1;1;1;1;1;1
ENSG00000128567;0;0;0;0;0;1;0;0
ENSG00000128578;0;0;0;0;0;1;0;0
ENSG00000128606;0;1;1;1;1;0;1;1
ENSG00000129151;0;0;0;0;1;0;1;0
ENSG00000129173;1;1;0;1;1;1;0;1
ENSG00000129195;1;1;1;1;1;0;1;1
ENSG00000129235;0;1;0;0;0;0;0;0
ENSG00000129270;0;0;1;0;1;1;1;1
ENSG00000129465;0;0;0;0;0;1;1;0
ENSG00000129467;0;0;0;0;0;0;0;1
ENSG00000129595;0;1;0;0;0;0;0;0
ENSG00000129596;0;0;1;0;1;1;1;1
ENSG00000129646;1;1;0;0;0;0;0;0
ENSG00000129682;0;0;0;0;0;0;1;0
ENSG00000129810;1;1;1;1;1;0;0;1
ENSG00000129910;0;0;0;1;0;0;0;0
ENSG00000129988;0;0;0;0;0;1;0;0
ENSG00000130066;1;0;0;0;1;0;1;0
ENSG00000130176;0;1;1;1;0;1;0;1
ENSG00000130193;0;0;0;0;1;0;1;0
ENSG00000130203;0;0;0;0;1;0;1;0
ENSG00000130208;0;0;0;0;0;0;1;0
ENSG00000130224;0;0;0;0;0;0;1;1
ENSG00000130303;0;0;0;1;1;1;1;1
ENSG00000130513;0;1;0;0;0;0;0;0
ENSG00000130518;0;0;0;0;1;1;1;1
ENSG00000130707;0;0;0;0;1;0;1;1
ENSG00000130766;1;1;0;0;0;0;0;0
ENSG00000130876;0;0;0;0;1;1;1;1
ENSG00000130988;0;0;0;1;0;0;0;1
ENSG00000130997;1;1;0;0;0;0;0;0
ENSG00000131069;0;0;0;0;1;1;1;1
ENSG00000131153;1;1;1;1;1;1;1;1
ENSG00000131386;0;1;1;1;0;0;1;1
ENSG00000131470;0;0;0;0;1;0;1;0
ENSG00000131471;1;1;1;1;1;1;1;1
ENSG00000131477;0;0;0;0;1;0;1;0
ENSG00000131480;1;1;1;1;1;1;1;1
ENSG00000131730;0;0;0;0;1;0;1;0
ENSG00000131737;0;0;0;1;0;0;1;0
ENSG00000131747;1;1;1;1;1;1;1;1
ENSG00000131773;0;0;0;1;0;0;0;0
ENSG00000131943;0;0;0;0;0;0;1;0
ENSG00000132170;0;0;0;0;1;1;1;1
ENSG00000132196;0;0;0;0;0;0;1;0
ENSG00000132205;0;0;0;0;1;0;1;0
ENSG00000132326;0;0;1;1;1;0;1;1
ENSG00000132329;0;0;0;0;1;1;1;0
ENSG00000132688;0;0;1;1;0;0;0;1
ENSG00000132846;1;1;1;1;1;0;1;1
ENSG00000133056;0;0;0;0;0;0;1;0
ENSG00000133069;0;0;0;0;0;0;1;0
ENSG00000133083;0;0;0;1;0;0;0;0
ENSG00000133105;0;1;1;1;0;0;1;0
ENSG00000133106;0;0;0;0;1;0;0;0
ENSG00000133107;0;1;0;0;1;0;0;0
ENSG00000133110;0;0;1;1;1;1;1;1
ENSG00000133116;0;0;0;0;1;0;1;0
ENSG00000133169;0;1;1;1;1;0;1;1
ENSG00000133317;0;0;1;0;1;1;1;1
ENSG00000133321;0;1;0;1;0;1;0;0
ENSG00000133401;0;1;0;0;0;0;1;0
ENSG00000133874;0;0;1;1;1;0;1;0
ENSG00000134013;0;0;0;1;0;0;1;1
ENSG00000134028;0;0;0;0;0;0;1;0
ENSG00000134042;0;0;1;1;1;0;1;1
ENSG00000134057;1;1;1;1;1;1;1;1
ENSG00000134107;0;0;1;1;1;1;1;1
ENSG00000134198;1;0;0;0;0;0;0;0
ENSG00000134215;0;0;0;0;0;0;1;1
ENSG00000134222;0;0;0;0;0;0;1;0
ENSG00000134243;0;0;0;0;1;1;1;1
ENSG00000134256;0;1;0;0;0;0;0;0
ENSG00000134321;0;0;0;0;0;0;0;1
ENSG00000134324;0;0;0;0;0;0;1;0
ENSG00000134326;0;0;0;1;1;0;0;0
ENSG00000134343;0;0;0;1;0;0;0;0
ENSG00000134516;0;0;1;0;0;0;1;0
ENSG00000134627;0;1;0;0;0;0;0;0
ENSG00000134686;0;1;0;0;0;0;0;0
ENSG00000134690;0;1;0;1;1;0;1;1
ENSG00000134824;0;0;0;0;1;1;1;1
ENSG00000134830;1;1;0;0;0;0;0;1
ENSG00000134962;0;0;0;0;1;1;1;1
ENSG00000134986;0;0;1;1;0;0;0;0
ENSG00000135069;1;1;1;1;1;1;1;1
ENSG00000135074;0;0;1;1;1;1;1;1
ENSG00000135077;0;0;0;0;0;0;1;0
ENSG00000135111;1;1;0;0;0;0;0;0
ENSG00000135218;0;0;0;0;0;0;1;1
ENSG00000135245;0;0;0;0;1;0;1;0
ENSG00000135248;0;1;0;0;0;0;0;0
ENSG00000135318;0;0;1;0;0;0;1;0
ENSG00000135333;0;1;0;1;1;1;0;1
ENSG00000135362;1;1;0;0;0;0;0;0
ENSG00000135378;1;1;0;0;0;0;0;0
ENSG00000135436;0;1;0;0;0;0;0;0
ENSG00000135447;0;0;0;0;1;0;1;1
ENSG00000135451;1;1;1;1;1;1;1;1
ENSG00000135454;1;1;0;0;1;1;0;1
ENSG00000135480;0;1;0;0;0;0;0;0
ENSG00000135502;0;0;0;0;0;1;0;1
ENSG00000135525;0;1;0;0;0;0;0;0
ENSG00000135540;0;1;0;0;0;0;0;0
ENSG00000135604;0;1;0;0;1;0;1;0
ENSG00000135678;0;0;0;1;1;1;1;1
ENSG00000135709;1;0;0;0;0;0;0;0
ENSG00000135821;0;0;0;0;1;1;1;1
ENSG00000135842;1;1;0;1;1;1;1;1
ENSG00000135917;0;0;1;1;1;1;1;1
ENSG00000136040;0;0;0;0;0;0;0;1
ENSG00000136114;1;0;0;0;0;0;0;1
ENSG00000136153;1;1;1;1;0;0;0;0
ENSG00000136160;1;1;1;1;1;1;1;1
ENSG00000136231;0;0;1;0;0;0;1;0
ENSG00000136244;1;0;1;1;1;1;1;1
ENSG00000136371;0;0;0;0;0;1;0;0
ENSG00000136379;0;1;0;0;0;0;0;0
ENSG00000136383;1;1;0;0;0;0;0;0
ENSG00000136492;1;1;1;1;1;0;1;1
ENSG00000136531;0;0;0;0;1;0;0;0
ENSG00000136541;0;1;0;0;0;1;0;1
ENSG00000136542;0;0;0;0;0;0;1;0
ENSG00000136783;0;1;0;0;0;0;0;0
ENSG00000136842;1;1;1;1;1;1;1;1
ENSG00000136999;0;0;0;0;0;0;1;1
ENSG00000137168;0;1;0;0;0;0;0;0
ENSG00000137193;1;0;0;0;0;0;0;0
ENSG00000137198;0;0;0;1;1;0;1;1
ENSG00000137261;0;0;0;0;0;0;0;1
ENSG00000137266;0;1;0;0;0;0;0;0
ENSG00000137285;0;0;0;1;0;0;0;0
ENSG00000137310;1;1;1;1;1;0;1;0
ENSG00000137331;0;0;0;0;1;0;1;0
ENSG00000137404;0;0;0;0;0;1;1;0
ENSG00000137474;1;1;0;0;0;0;0;0
ENSG00000137501;0;0;0;0;0;1;1;0
ENSG00000137507;0;0;0;1;0;0;0;0
ENSG00000137571;1;1;0;0;0;0;0;0
ENSG00000137673;0;0;0;0;1;0;0;0
ENSG00000137745;0;0;1;1;0;0;0;0
ENSG00000137752;0;1;0;0;0;0;0;0
ENSG00000137801;1;1;1;1;0;0;0;0
ENSG00000137804;1;1;1;1;1;0;1;1
ENSG00000137807;1;1;1;1;1;1;1;1
ENSG00000137812;1;1;1;0;1;0;1;0
ENSG00000137825;1;1;0;0;0;0;0;0
ENSG00000137831;0;1;0;0;0;0;1;0
ENSG00000137869;0;0;0;1;0;0;1;0
ENSG00000137880;0;0;0;0;1;0;1;0
ENSG00000137962;1;1;0;0;0;0;0;0
ENSG00000138131;0;1;1;1;1;1;1;1
ENSG00000138134;0;1;0;0;0;0;0;0
ENSG00000138160;1;1;1;1;1;1;1;1
ENSG00000138166;0;1;0;0;0;0;0;0
ENSG00000138180;1;1;1;1;1;1;1;0
ENSG00000138182;1;1;1;1;1;1;1;0
ENSG00000138193;1;1;1;0;0;0;0;1
ENSG00000138207;0;0;0;0;1;1;1;1
ENSG00000138316;0;0;0;1;0;0;0;0
ENSG00000138336;0;0;0;0;0;0;0;1
ENSG00000138347;0;0;0;1;0;0;0;0
ENSG00000138356;0;1;0;0;0;0;0;0
ENSG00000138376;0;1;0;1;0;0;0;0
ENSG00000138378;0;1;0;0;0;0;0;0
ENSG00000138395;1;1;1;1;0;0;0;0
ENSG00000138411;0;0;1;1;1;0;0;1
ENSG00000138413;0;0;0;0;1;1;1;1
ENSG00000138449;0;0;1;1;1;1;1;1
ENSG00000138468;0;1;0;0;0;0;0;0
ENSG00000138587;0;1;0;0;0;0;0;0
ENSG00000138623;0;0;1;0;0;0;0;0
ENSG00000138642;0;0;1;1;1;1;1;1
ENSG00000138650;0;0;1;0;1;1;1;0
ENSG00000138675;1;1;1;1;1;0;1;1
ENSG00000138678;1;1;0;0;0;0;1;0
ENSG00000138735;1;1;1;1;1;1;1;1
ENSG00000138771;1;1;0;0;0;0;0;0
ENSG00000138778;1;1;1;1;1;1;1;0
ENSG00000138796;0;0;0;0;1;0;1;1
ENSG00000139112;0;1;0;0;0;0;0;0
ENSG00000139174;0;1;0;1;0;1;1;1
ENSG00000139209;0;0;0;0;0;0;1;0
ENSG00000139278;0;0;0;1;0;0;1;0
ENSG00000139304;0;1;0;1;0;0;0;0
ENSG00000139428;0;0;0;0;1;0;1;0
ENSG00000139629;0;0;0;0;1;0;1;1
ENSG00000139631;0;0;0;0;1;0;1;0
ENSG00000139734;1;1;1;1;1;1;1;1
ENSG00000139970;0;0;0;0;0;1;0;0
ENSG00000140022;0;1;0;0;0;0;0;0
ENSG00000140025;0;0;0;1;0;0;0;0
ENSG00000140297;0;1;0;1;0;0;0;0
ENSG00000140416;1;1;0;1;0;0;0;0
ENSG00000140465;0;0;0;0;0;0;1;0
ENSG00000140470;1;1;1;1;1;1;1;1
ENSG00000140525;1;1;1;1;1;1;1;1
ENSG00000140534;1;1;0;1;0;1;1;0
ENSG00000140807;0;1;0;0;0;0;0;0
ENSG00000140839;0;1;0;0;0;0;0;0
ENSG00000141052;0;1;1;0;0;1;1;0
ENSG00000141068;1;1;0;0;0;0;0;0
ENSG00000141150;0;0;0;0;1;0;1;0
ENSG00000141314;0;1;0;0;0;0;0;0
ENSG00000141338;0;1;0;0;0;0;0;0
ENSG00000141401;1;1;0;0;0;0;0;0
ENSG00000141404;1;1;1;1;1;1;1;1
ENSG00000141441;0;1;0;0;0;0;0;0
ENSG00000141448;1;1;1;1;1;1;1;0
ENSG00000141469;0;1;1;1;1;1;1;1
ENSG00000141574;0;1;0;0;0;0;1;0
ENSG00000141576;1;1;0;0;0;0;1;1
ENSG00000141682;1;1;0;0;0;0;0;0
ENSG00000141934;0;1;0;0;0;0;0;0
ENSG00000142178;0;0;0;0;0;0;1;0
ENSG00000142494;0;0;0;0;0;0;1;0
ENSG00000142583;0;0;1;1;1;0;0;0
ENSG00000142632;1;1;1;1;1;1;1;1
ENSG00000142657;0;0;0;0;1;1;1;1
ENSG00000142661;1;1;0;0;0;0;0;0
ENSG00000142731;1;1;1;1;1;1;0;1
ENSG00000142871;1;1;0;0;0;0;0;0
ENSG00000142910;0;0;1;1;0;0;0;0
ENSG00000142945;1;1;1;1;1;0;1;1
ENSG00000142949;0;0;0;1;0;0;0;0
ENSG00000143028;1;1;0;0;1;0;1;0
ENSG00000143196;0;0;0;0;0;0;1;0
ENSG00000143217;0;1;0;0;0;0;0;0
ENSG00000143228;1;1;0;1;1;0;1;0
ENSG00000143320;0;0;1;1;1;1;0;0
ENSG00000143341;0;0;0;1;0;0;1;1
ENSG00000143369;0;0;0;0;1;0;1;1
ENSG00000143476;1;1;0;1;1;1;0;1
ENSG00000143494;1;1;0;0;0;0;0;0
ENSG00000143554;0;0;0;0;1;1;1;1
ENSG00000143631;1;1;1;1;1;1;1;1
ENSG00000143674;0;0;1;0;0;0;0;0
ENSG00000143702;0;0;1;0;1;0;1;0
ENSG00000143816;0;1;0;0;0;0;0;0
ENSG00000143819;0;0;1;1;1;1;1;1
ENSG00000143867;1;1;0;0;0;0;0;0
ENSG00000143942;0;1;0;0;0;0;0;0
ENSG00000144218;0;1;1;0;0;0;1;0
ENSG00000144354;1;1;0;0;0;0;0;0
ENSG00000144362;0;0;0;0;0;0;1;0
ENSG00000144481;0;1;0;0;0;0;0;0
ENSG00000144485;0;0;0;0;1;1;0;1
ENSG00000144554;1;1;0;1;1;0;1;0
ENSG00000144583;1;1;1;1;0;0;1;0
ENSG00000144642;0;1;0;0;0;0;0;0
ENSG00000144655;0;0;1;1;1;1;1;1
ENSG00000144668;0;0;0;0;0;0;1;1
ENSG00000144681;0;1;0;0;0;0;1;1
ENSG00000144810;0;0;0;1;0;0;0;0
ENSG00000144824;1;1;1;1;1;1;1;1
ENSG00000144891;0;0;0;0;1;1;1;1
ENSG00000144908;0;0;1;1;1;1;1;1
ENSG00000144959;0;0;0;0;1;0;1;0
ENSG00000145040;1;1;0;0;0;0;0;0
ENSG00000145147;0;0;0;0;0;0;1;0
ENSG00000145194;0;1;0;0;0;0;0;0
ENSG00000145247;0;0;0;0;1;0;0;0
ENSG00000145358;0;0;0;0;1;0;1;0
ENSG00000145386;1;1;1;1;1;1;1;1
ENSG00000145423;0;1;1;1;1;1;1;1
ENSG00000145506;1;1;0;1;0;0;0;0
ENSG00000145536;0;0;0;1;0;1;1;1
ENSG00000145632;1;0;0;0;0;0;0;1
ENSG00000145681;0;0;0;0;0;1;0;0
ENSG00000145708;1;1;0;0;0;0;0;0
ENSG00000145757;0;0;0;0;1;0;1;0
ENSG00000145794;0;0;0;0;0;0;1;0
ENSG00000145936;0;1;0;0;0;0;0;0
ENSG00000145949;1;1;0;0;0;0;0;0
ENSG00000146197;0;1;1;1;0;0;0;0
ENSG00000146221;0;1;0;0;0;0;0;0
ENSG00000146376;1;1;0;0;0;0;0;0
ENSG00000146410;0;0;1;0;0;0;1;0
ENSG00000146555;0;0;0;0;0;0;1;0
ENSG00000146670;1;1;1;1;1;1;1;1
ENSG00000146674;0;0;1;1;1;1;1;1
ENSG00000146859;0;0;0;0;0;0;1;1
ENSG00000147119;1;1;1;1;0;0;0;1
ENSG00000147174;0;1;0;0;0;0;0;0
ENSG00000147231;0;0;0;0;0;0;1;0
ENSG00000147251;0;0;0;0;0;0;1;0
ENSG00000147255;0;1;0;1;1;1;1;1
ENSG00000147383;0;0;0;0;1;0;1;0
ENSG00000147394;0;0;0;0;1;0;1;0
ENSG00000147576;0;0;0;0;0;0;0;1
ENSG00000147614;1;1;0;0;0;0;0;0
ENSG00000147642;1;1;0;0;0;0;1;0
ENSG00000147852;1;1;0;0;1;0;1;1
ENSG00000147872;0;0;0;0;1;1;1;1
ENSG00000147894;0;1;0;0;0;0;1;0
ENSG00000148154;1;1;0;0;0;0;0;0
ENSG00000148175;0;0;0;0;1;0;1;0
ENSG00000148357;0;1;0;0;0;0;0;0
ENSG00000148459;1;0;0;0;0;0;0;0
ENSG00000148541;0;0;0;1;0;0;0;0
ENSG00000148600;0;0;0;0;1;0;1;0
ENSG00000148671;0;0;0;1;0;0;1;0
ENSG00000148677;0;1;1;1;0;0;0;0
ENSG00000148680;0;0;0;0;0;0;1;1
ENSG00000148773;1;1;1;0;1;1;1;0
ENSG00000148841;0;1;0;0;0;0;0;0
ENSG00000148842;1;1;0;0;0;0;0;0
ENSG00000149090;0;0;1;1;1;1;1;1
ENSG00000149201;0;0;0;0;1;0;0;0
ENSG00000149380;1;1;0;0;0;0;0;0
ENSG00000149451;0;0;0;0;0;0;0;1
ENSG00000149485;1;1;1;1;1;1;1;1
ENSG00000149548;0;1;0;0;0;0;0;0
ENSG00000149571;0;0;1;0;0;0;0;0
ENSG00000149591;0;1;0;1;0;0;0;0
ENSG00000149599;1;1;0;0;0;0;0;0
ENSG00000149633;1;1;1;0;1;1;1;1
ENSG00000149809;0;0;0;0;1;1;1;1
ENSG00000149968;0;1;0;1;0;0;0;0
ENSG00000150281;0;0;0;0;1;0;0;0
ENSG00000150540;0;1;0;0;0;0;0;0
ENSG00000150551;1;1;1;1;1;1;1;1
ENSG00000150556;1;1;0;0;0;1;1;1
ENSG00000150630;0;1;0;0;0;0;1;1
ENSG00000150687;0;0;1;1;0;0;0;0
ENSG00000150764;1;0;0;0;0;0;0;0
ENSG00000150768;0;0;0;0;1;0;1;0
ENSG00000150907;1;1;1;1;1;1;1;1
ENSG00000150938;1;1;0;0;0;0;0;0
ENSG00000150995;0;1;0;1;0;0;0;0
ENSG00000151012;1;1;1;1;1;1;1;1
ENSG00000151131;0;0;0;0;0;0;1;0
ENSG00000151136;1;1;1;1;1;1;1;1
ENSG00000151150;1;1;1;1;1;1;1;1
ENSG00000151364;0;0;1;0;0;0;0;0
ENSG00000151365;0;0;0;0;1;1;1;1
ENSG00000151376;0;0;0;1;0;0;0;0
ENSG00000151388;0;0;1;1;0;0;1;1
ENSG00000151414;0;0;1;0;1;0;0;0
ENSG00000151474;1;1;0;0;0;0;0;0
ENSG00000151617;1;1;0;0;0;0;0;0
ENSG00000151632;1;1;1;1;1;1;1;1
ENSG00000151692;1;1;1;1;0;0;0;0
ENSG00000151725;1;1;1;1;0;1;0;1
ENSG00000151726;1;1;1;1;1;1;1;1
ENSG00000151882;0;0;0;0;0;0;1;0
ENSG00000151967;1;0;0;1;0;0;0;0
ENSG00000152049;0;0;0;0;0;0;1;0
ENSG00000152078;0;0;0;0;0;0;1;1
ENSG00000152253;1;0;1;1;1;1;1;1
ENSG00000152268;0;0;0;0;1;1;1;1
ENSG00000152270;1;0;1;1;1;1;1;1
ENSG00000152463;1;1;1;1;1;1;1;1
ENSG00000152465;1;1;0;0;0;0;0;0
ENSG00000152503;0;0;0;0;0;1;0;0
ENSG00000152583;0;0;1;0;1;1;1;1
ENSG00000152642;0;0;0;0;1;1;1;0
ENSG00000152760;0;1;0;0;0;0;1;0
ENSG00000152784;0;0;0;0;0;0;1;1
ENSG00000152910;0;1;0;0;0;0;0;0
ENSG00000152926;0;0;0;0;0;0;1;0
ENSG00000153044;1;1;0;1;0;1;0;0
ENSG00000153094;1;1;0;0;0;0;0;0
ENSG00000153162;1;1;1;1;1;1;1;1
ENSG00000153208;1;1;0;0;0;0;0;0
ENSG00000153234;0;0;0;0;0;0;1;0
ENSG00000153253;1;1;1;1;0;1;0;1
ENSG00000153404;0;0;0;1;1;0;1;0
ENSG00000153485;0;0;0;0;0;0;1;0
ENSG00000153561;0;1;0;0;0;0;0;0
ENSG00000153823;0;1;1;1;0;1;0;1
ENSG00000153904;1;1;0;0;0;0;0;0
ENSG00000153956;0;1;1;1;1;1;1;1
ENSG00000154027;0;0;1;1;1;1;1;1
ENSG00000154065;0;0;0;0;1;1;1;0
ENSG00000154096;0;0;1;1;0;0;0;0
ENSG00000154133;0;0;0;1;0;0;0;0
ENSG00000154153;0;1;1;1;1;1;1;1
ENSG00000154175;0;0;1;1;1;1;1;1
ENSG00000154188;1;1;0;0;0;0;0;0
ENSG00000154258;0;1;1;1;1;1;1;1
ENSG00000154310;0;0;0;0;0;0;0;1
ENSG00000154529;1;0;0;0;0;0;0;0
ENSG00000154556;1;1;0;0;0;0;0;0
ENSG00000154654;1;1;0;0;0;0;1;0
ENSG00000154678;1;1;1;1;0;0;0;1
ENSG00000154734;1;1;1;1;0;0;1;1
ENSG00000154736;0;0;1;1;1;1;1;1
ENSG00000154760;1;0;1;0;0;0;1;0
ENSG00000154839;1;1;1;1;1;0;0;1
ENSG00000154856;0;0;0;0;1;0;1;0
ENSG00000154864;1;0;0;0;0;0;0;0
ENSG00000154920;1;1;1;1;1;1;0;1
ENSG00000154928;0;1;0;0;0;0;0;0
ENSG00000154930;1;1;1;0;0;0;1;0
ENSG00000155011;0;1;0;0;0;0;0;0
ENSG00000155130;1;1;1;1;0;0;0;1
ENSG00000155265;1;1;0;0;0;0;0;0
ENSG00000155368;0;0;0;0;1;0;1;0
ENSG00000155428;0;1;0;0;0;0;0;0
ENSG00000155657;0;0;0;1;1;0;1;1
ENSG00000155754;0;0;0;0;0;0;1;0
ENSG00000155755;0;0;0;0;1;0;0;0
ENSG00000155792;1;1;1;1;0;1;0;1
ENSG00000155816;1;1;1;1;0;0;1;0
ENSG00000155846;0;0;0;0;1;1;1;1
ENSG00000155961;0;1;0;0;0;0;0;0
ENSG00000156049;0;1;0;1;0;0;0;1
ENSG00000156103;0;0;1;1;1;1;1;1
ENSG00000156127;0;0;0;0;0;0;1;0
ENSG00000156234;0;0;1;0;0;0;1;0
ENSG00000156265;0;0;1;1;1;0;1;0
ENSG00000156298;0;0;0;0;0;1;1;1
ENSG00000156299;0;0;0;0;1;1;0;0
ENSG00000156463;0;0;1;0;0;0;1;0
ENSG00000156466;0;0;1;1;0;0;0;0
ENSG00000156486;1;0;0;0;0;0;0;0
ENSG00000156509;0;1;0;0;0;0;1;0
ENSG00000156711;0;0;0;1;1;1;0;0
ENSG00000156802;0;0;0;0;0;0;1;0
ENSG00000156804;1;1;0;0;0;0;0;0
ENSG00000156970;1;1;0;0;1;1;1;1
ENSG00000157111;0;0;0;0;0;0;1;0
ENSG00000157150;0;1;1;1;1;1;1;1
ENSG00000157152;0;0;1;1;1;1;1;1
ENSG00000157168;1;1;1;1;1;1;1;1
ENSG00000157193;0;0;0;1;0;0;0;0
ENSG00000157456;1;1;0;1;1;0;1;1
ENSG00000157510;0;0;0;0;1;1;1;1
ENSG00000157514;1;1;1;1;1;1;1;1
ENSG00000157557;0;1;0;0;0;0;0;0
ENSG00000157570;0;1;0;1;0;0;0;0
ENSG00000157601;0;0;0;0;1;0;0;0
ENSG00000158008;1;1;1;1;0;0;1;1
ENSG00000158055;0;0;0;1;1;0;1;0
ENSG00000158158;0;1;0;0;0;0;0;0
ENSG00000158164;0;0;0;0;0;1;0;1
ENSG00000158270;0;0;1;1;1;1;0;1
ENSG00000158315;0;1;0;0;1;0;0;1
ENSG00000158402;1;1;1;0;1;1;1;0
ENSG00000158406;0;0;0;0;0;0;1;0
ENSG00000158445;0;0;0;0;0;0;1;0
ENSG00000158571;0;0;0;0;1;0;1;0
ENSG00000158716;0;0;1;0;0;0;0;0
ENSG00000158859;1;1;0;0;0;0;0;0
ENSG00000159199;0;1;0;0;0;0;0;0
ENSG00000159208;0;0;0;0;1;1;0;1
ENSG00000159212;0;1;0;1;1;0;1;0
ENSG00000159314;0;1;0;0;0;0;0;0
ENSG00000159640;0;0;0;1;1;1;1;1
ENSG00000159871;1;0;0;0;0;0;0;0
ENSG00000160013;0;0;0;0;0;0;1;0
ENSG00000160111;0;0;0;0;0;0;1;1
ENSG00000160191;0;1;0;0;0;0;0;0
ENSG00000160200;1;1;0;0;1;1;1;1
ENSG00000160223;0;1;0;0;0;0;0;1
ENSG00000160307;1;1;0;0;0;0;0;0
ENSG00000160339;0;0;0;0;0;0;1;0
ENSG00000160752;0;0;0;0;1;0;1;0
ENSG00000160781;0;1;0;0;0;0;0;0
ENSG00000160801;0;0;0;0;1;0;1;0
ENSG00000160862;0;0;0;0;1;1;1;1
ENSG00000160957;0;0;0;0;0;0;1;0
ENSG00000161011;0;0;0;0;0;0;0;1
ENSG00000161267;0;1;0;0;0;0;0;0
ENSG00000161281;0;1;0;0;0;0;0;0
ENSG00000161381;1;1;0;0;0;0;0;0
ENSG00000161509;0;1;0;0;0;0;0;0
ENSG00000161642;1;1;0;0;0;0;0;0
ENSG00000161800;0;0;0;0;1;1;0;0
ENSG00000161847;0;0;0;0;0;0;1;0
ENSG00000161888;0;1;1;1;1;0;1;1
ENSG00000162062;0;0;0;0;0;0;1;0
ENSG00000162063;0;0;0;0;0;1;1;1
ENSG00000162105;0;0;0;0;0;0;0;1
ENSG00000162433;0;0;0;0;0;0;1;0
ENSG00000162490;0;1;0;0;0;0;0;0
ENSG00000162496;0;1;1;1;1;1;0;1
ENSG00000162526;0;0;0;0;0;0;0;1
ENSG00000162591;0;0;1;1;1;1;1;1
ENSG00000162618;0;0;0;0;1;0;1;0
ENSG00000162630;1;1;1;1;1;1;1;0
ENSG00000162645;0;0;0;1;0;0;0;0
ENSG00000162692;1;1;0;1;0;0;0;0
ENSG00000162706;0;0;0;0;0;0;1;0
ENSG00000162772;0;0;0;0;1;0;0;0
ENSG00000162877;0;0;0;0;1;1;0;1
ENSG00000162878;0;0;0;0;1;0;1;1
ENSG00000162946;0;0;0;0;0;0;1;0
ENSG00000162998;0;0;0;0;1;1;1;1
ENSG00000163053;0;1;0;0;0;0;0;0
ENSG00000163083;0;0;1;1;1;1;1;1
ENSG00000163131;0;0;1;1;0;1;1;0
ENSG00000163171;1;1;0;0;0;0;0;0
ENSG00000163364;0;0;0;0;0;0;1;1
ENSG00000163394;0;0;1;0;1;0;1;0
ENSG00000163431;0;1;0;1;0;0;0;0
ENSG00000163449;1;1;0;0;0;0;0;0
ENSG00000163491;0;0;1;1;1;0;1;1
ENSG00000163507;0;0;0;0;1;0;1;0
ENSG00000163535;1;0;0;0;0;0;1;0
ENSG00000163584;0;1;0;0;0;0;0;0
ENSG00000163590;1;1;1;1;1;1;1;1
ENSG00000163637;1;1;0;0;0;0;0;0
ENSG00000163638;0;0;0;0;1;0;1;0
ENSG00000163661;1;1;0;0;0;0;0;0
ENSG00000163686;0;1;0;0;0;0;0;0
ENSG00000163808;1;1;1;1;1;1;1;0
ENSG00000163814;0;0;1;0;1;1;1;0
ENSG00000163827;0;1;1;1;1;0;0;0
ENSG00000163884;1;1;1;1;1;1;1;1
ENSG00000163909;1;1;1;1;1;0;1;1
ENSG00000163923;0;1;0;1;0;0;0;0
ENSG00000163993;0;0;0;0;0;0;1;1
ENSG00000163995;0;0;0;1;0;0;0;0
ENSG00000164037;0;1;0;0;0;0;0;0
ENSG00000164045;0;0;0;1;0;0;0;0
ENSG00000164056;0;0;0;0;0;0;1;0
ENSG00000164070;0;1;0;1;0;0;0;0
ENSG00000164099;0;0;1;0;0;1;0;0
ENSG00000164106;0;0;0;0;1;0;1;0
ENSG00000164109;1;1;1;1;0;0;0;1
ENSG00000164125;0;0;0;0;1;0;1;1
ENSG00000164136;0;0;0;0;1;1;0;0
ENSG00000164161;0;0;1;1;0;0;1;0
ENSG00000164241;0;0;0;0;0;0;1;0
ENSG00000164251;0;0;1;1;1;1;1;0
ENSG00000164266;0;1;0;0;0;0;0;0
ENSG00000164283;1;1;1;1;1;1;1;1
ENSG00000164344;0;1;0;0;0;0;0;0
ENSG00000164379;0;0;0;0;0;0;1;0
ENSG00000164404;0;1;0;0;0;0;0;0
ENSG00000164483;1;1;1;1;1;1;1;1
ENSG00000164484;1;1;1;1;1;1;1;1
ENSG00000164604;0;1;0;0;0;0;0;0
ENSG00000164611;1;1;1;1;1;1;1;0
ENSG00000164649;1;0;0;0;0;0;0;0
ENSG00000164674;0;1;0;0;0;0;0;0
ENSG00000164683;0;0;1;0;0;0;0;0
ENSG00000164684;0;1;0;0;0;0;0;0
ENSG00000164687;0;0;1;1;1;1;1;1
ENSG00000164741;1;1;0;0;0;0;0;0
ENSG00000164761;1;1;1;1;0;1;0;0
ENSG00000164845;1;0;0;0;0;0;0;0
ENSG00000164849;1;0;0;0;0;0;0;0
ENSG00000164850;0;0;0;0;1;0;0;0
ENSG00000164879;0;0;0;0;0;0;1;0
ENSG00000164938;0;1;0;0;0;0;0;0
ENSG00000165046;0;0;0;1;0;0;0;0
ENSG00000165072;1;1;1;1;1;0;1;1
ENSG00000165113;0;0;0;0;0;0;1;0
